Country,Trade Balance 2000,Trade Balance 2001,Trade Balance 2002,Trade Balance 2003,Trade Balance 2004,Trade Balance 2005,Trade Balance 2006,Trade Balance 2007,Trade Balance 2008,Trade Balance 2009,Trade Balance 2010,Trade Balance 2011,Trade Balance 2012,Trade Balance 2013,Trade Balance 2014,Exports 2000,Exports 2001,Exports 2002,Exports 2003,Exports 2004,Exports 2005,Exports 2006,Exports 2007,Exports 2008,Exports 2009,Exports 2010,Exports 2011,Exports 2012,Exports 2013,Exports 2014,Imports 2000,Imports 2001,Imports 2002,Imports 2003,Imports 2004,Imports 2005,Imports 2006,Imports 2007,Imports 2008,Imports 2009,Imports 2010,Imports 2011,Imports 2012,Imports 2013,Imports 2014
Afghanistan,7400000,5000000,76700000,4700000,125500000,194900000,372100000,420900000,396900000,1392500000,2070200000,2897900000,1460900000,1363600000,720400000,8200000,5800000,80000000,60800000,150400000,262200000,417400000,495300000,481600000,1508600000,2155500000,2923500000,1497500000,1409100000,792400000,800000,800000,3300000,56100000,24900000,67300000,45300000,74400000,84700000,116100000,85300000,25600000,36600000,45500000,72000000
Albania,13100000,8200000,9000000,5300000,8700000,-18700000,3700000,24500000,28200000,33000000,16100000,21100000,35200000,51600000,-17700000,20900000,15500000,14800000,9700000,20100000,18500000,27600000,34000000,40000000,48000000,46400000,47500000,54100000,74400000,51300000,7800000,7300000,5800000,4400000,11400000,37200000,23900000,9500000,11800000,15000000,30300000,26400000,18900000,22800000,69000000
Algeria,-1862500000,-1664100000,-1375800000,-4261000000,-6437900000,-9279000000,-14354000000,-16163700000,-18111600000,-9610000000,-13323300000,-13013900000,-8631000000,-2982000000,-2011900000,861800000,1037800000,984400000,487400000,971600000,1167400000,1101900000,1652400000,1243200000,1107800000,1194700000,1595400000,1362300000,1848900000,2617000000,2724300000,2701900000,2360200000,4748400000,7409500000,10446400000,15455900000,17816100000,19354800000,10717800000,14518000000,14609300000,9993300000,4830900000,4628900000
Andorra,9900000,8000000,10200000,7900000,10700000,9800000,6300000,14100000,14800000,8900000,7200000,4600000,1800000,4400000,2600000,10200000,8200000,11000000,8200000,11600000,10500000,9000000,14500000,15700000,9400000,7700000,5200000,2200000,5800000,3800000,300000,200000,800000,300000,900000,700000,2700000,400000,900000,500000,500000,600000,400000,1400000,1200000
Angola,-3330000000,-2820000000,-2748700000,-3776500000,-3927300000,-7555400000,-10169100000,-11227500000,-16892100000,-7915800000,-10646000000,-12095100000,-8333500000,-7299600000,-3680700000,225300000,275900000,374000000,490600000,593900000,929000000,1550100000,1280100000,2019200000,1423100000,1293600000,1502400000,1490400000,1443300000,2039100000,3555300000,3095900000,3122700000,4267100000,4521200000,8484400000,11719200000,12507600000,18911300000,9338900000,11939600000,13597500000,9823900000,8742900000,5719800000
Anguilla,28200000,18300000,18900000,20200000,19900000,28400000,38900000,87900000,76700000,47200000,33100000,26400000,23800000,27000000,57900000,29900000,20100000,19900000,21500000,20800000,32200000,43100000,92500000,81000000,52900000,35600000,31200000,27400000,31000000,63200000,1700000,1800000,1000000,1300000,900000,3800000,4200000,4600000,4300000,5700000,2500000,4800000,3600000,4000000,5300000
Antigua and Barbuda,135700000,91800000,77900000,114500000,121300000,186000000,187800000,231700000,177600000,147600000,152800000,148200000,195000000,135500000,208800000,138000000,95500000,81400000,127300000,125700000,190400000,193600000,240400000,182500000,156900000,158300000,154800000,204600000,145100000,216600000,2300000,3700000,3500000,12800000,4400000,4400000,5800000,8700000,4900000,9300000,5500000,6600000,9600000,9600000,7800000
Argentina,1596100000,906800000,-1601900000,-732500000,-357400000,-461700000,796900000,1369000000,1714200000,1678800000,3592400000,5415400000,5918300000,5710300000,6582600000,4695600000,3920200000,1585400000,2437300000,3388100000,4121900000,4775900000,5855900000,7536300000,5568900000,7395100000,9917300000,10267900000,10353900000,10825700000,3099500000,3013400000,3187300000,3169800000,3745500000,4583600000,3979000000,4486900000,5822100000,3890100000,3802700000,4501900000,4349600000,4643600000,4243100000
Armenia,32600000,17000000,81100000,65200000,44600000,19300000,33900000,77500000,108700000,-500000,37900000,1700000,-24500000,-10100000,-35800000,55600000,49900000,111800000,102800000,90700000,65500000,80400000,110600000,151400000,77100000,113400000,94300000,64100000,91200000,60500000,23000000,32900000,30700000,37600000,46100000,46200000,46500000,33100000,42700000,77600000,75500000,92600000,88600000,101300000,96300000
Aruba,-1244100000,-757500000,-309100000,-599500000,-1392000000,-2360800000,-2334600000,-2466400000,-2499000000,-832500000,521900000,-2548600000,-148100000,1058200000,1297600000,291400000,276500000,464600000,355000000,384400000,558900000,510500000,528800000,680300000,445700000,541400000,713000000,678700000,1100100000,1357900000,1535500000,1034000000,773700000,954500000,1776400000,2919700000,2845100000,2995200000,3179300000,1278200000,19500000,3261600000,826800000,41900000,60300000
Australia,6044200000,4452600000,6606200000,6673900000,6679800000,8486000000,9575300000,10596700000,11629800000,11587800000,13214700000,17300700000,21602000000,16857600000,15910000000,12482300000,10930500000,13085000000,13087600000,14225300000,15828200000,17779300000,19211700000,22218600000,19599300000,21797600000,27541800000,31151200000,26130000000,26581700000,6438100000,6477900000,6478800000,6413700000,7545500000,7342200000,8204000000,8615000000,10588800000,8011500000,8582900000,10241100000,9549200000,9272400000,10671700000
Austria,-635100000,-1363800000,-1387500000,-2723900000,-3852700000,-3509600000,-5318000000,-7496800000,-5807900000,-3841800000,-4407600000,-6593300000,-6029700000,-6264400000,-6944100000,2591500000,2604700000,2427400000,1768400000,1945700000,2593300000,2986300000,3172100000,2649100000,2536800000,2427500000,2888300000,3419400000,3519800000,3824800000,3226600000,3968500000,3814900000,4492300000,5798400000,6102900000,8304300000,10668900000,8457000000,6378600000,6835100000,9481600000,9449100000,9784200000,10768900000
Azerbaijan,188700000,43700000,35200000,110300000,120700000,87100000,-485000000,-1709800000,-4121800000,-1787400000,-1735900000,-2087900000,-602300000,-755200000,-61600000,209600000,64300000,69600000,119800000,158800000,132500000,231100000,177600000,239100000,185200000,252600000,336600000,492600000,381000000,950300000,20900000,20600000,34400000,9500000,38100000,45400000,716100000,1887400000,4360900000,1972600000,1988500000,2424500000,1094900000,1136200000,1011900000
Bahamas,794300000,712400000,525600000,595400000,548100000,1086800000,1829800000,1964500000,2155100000,1684900000,2371100000,2677100000,2905400000,2848800000,2792500000,1069300000,1026300000,975300000,1074700000,1185800000,1786700000,2282400000,2468400000,2759500000,2504000000,3178000000,3441700000,3468500000,3448800000,3324400000,275000000,313900000,449700000,479300000,637700000,699900000,452600000,503900000,604400000,819100000,806900000,764600000,563100000,600000000,531900000
Bahrain,111400000,8600000,24400000,130200000,-103500000,-80800000,-157900000,-33300000,290600000,203900000,829300000,694600000,509900000,382000000,94400000,449000000,432700000,419300000,508400000,301800000,350800000,474500000,591300000,829500000,667400000,1249600000,1213000000,1210900000,1017600000,1059800000,337600000,424100000,394900000,378200000,405300000,431600000,632400000,624600000,538900000,463500000,420300000,518400000,701000000,635600000,965400000
Bangladesh,-2178500000,-2052100000,-1865100000,-1848000000,-2013300000,-2373200000,-2938400000,-2976100000,-3280300000,-3264400000,-3716300000,-3732700000,-4414500000,-4647100000,-4164200000,239100000,306900000,269100000,225900000,289300000,319800000,333000000,456000000,468100000,434600000,577500000,1143800000,501900000,708700000,1113400000,2417600000,2359000000,2134200000,2073900000,2302600000,2693000000,3271400000,3432100000,3748400000,3699000000,4293800000,4876500000,4916400000,5355800000,5277600000
Barbados,268300000,247100000,233200000,256700000,311500000,363000000,408600000,418800000,457000000,372000000,354600000,392700000,404200000,396800000,488800000,306900000,286600000,267600000,300100000,348400000,394900000,442500000,457000000,497400000,404800000,397400000,439200000,458300000,452200000,539900000,38600000,39500000,34400000,43400000,36900000,31900000,33900000,38200000,40400000,32800000,42800000,46500000,54100000,55400000,51100000
Belarus,-72900000,-73300000,-106400000,-131200000,-303300000,-310300000,-464600000,-931600000,-935400000,-436700000,-41400000,-206100000,-51400000,-9800000,-38000000,31100000,34900000,19100000,84100000,32600000,34900000,74500000,101500000,134500000,137200000,133100000,156400000,102000000,95100000,93400000,104000000,108200000,125500000,215300000,335900000,345200000,539100000,1033100000,1069900000,573900000,174500000,362500000,153400000,104900000,131400000
Belgium,3996400000,3343900000,3519000000,5095300000,4424900000,5667700000,6934600000,10008500000,11595400000,7782000000,9904100000,12468000000,12084700000,12928500000,13904300000,13925700000,13502300000,13325800000,15236100000,16871100000,18690600000,21340000000,25289700000,28903500000,21607700000,25455700000,29898700000,29448500000,31940500000,34789500000,9929300000,10158400000,9806800000,10140800000,12446200000,13022900000,14405400000,15281200000,17308100000,13825700000,15551600000,17430700000,17363800000,19012000000,20885200000
Belize,114800000,75800000,60000000,97400000,44800000,119300000,91900000,129200000,198700000,153100000,169000000,165200000,103800000,114200000,139900000,208400000,173200000,137700000,198800000,151800000,217600000,238800000,234200000,352700000,252700000,289200000,355700000,265600000,241200000,236700000,93600000,97400000,77700000,101400000,107000000,98300000,146900000,105000000,154000000,99600000,120200000,190500000,161800000,127000000,96800000
Benin,24000000,30900000,34500000,29600000,44300000,71800000,114900000,284300000,815300000,397000000,463100000,615700000,570900000,602600000,775600000,26400000,32200000,35200000,30200000,45800000,72300000,115500000,289400000,846300000,397400000,463400000,617700000,573600000,605700000,781000000,2400000,1300000,700000,600000,1500000,500000,600000,5100000,31000000,400000,300000,2000000,2700000,3100000,5400000
Bermuda,389500000,305400000,392200000,386000000,447400000,403200000,621500000,636300000,681600000,794400000,614000000,550800000,538600000,476600000,609800000,428500000,371000000,415100000,401200000,472400000,490500000,637600000,660000000,821700000,807400000,636500000,610700000,622400000,537400000,646400000,39000000,65600000,22900000,15200000,25000000,87300000,16100000,23700000,140100000,13000000,22500000,59900000,83800000,60800000,36600000
Bhutan,-100000,-200000,200000,500000,1700000,2500000,2100000,3300000,3600000,2500000,3100000,3300000,1900000,1900000,2100000,700000,800000,1000000,1000000,1900000,3100000,3200000,4100000,4000000,2700000,3500000,3800000,2500000,2400000,2400000,800000,1000000,800000,500000,200000,600000,1100000,800000,400000,200000,400000,500000,600000,500000,300000
Bolivia,68200000,49500000,31700000,-2000000,-66500000,-73700000,-147200000,-84900000,-121700000,-73100000,-172800000,-234700000,-919400000,-201100000,-924800000,253000000,215900000,192100000,182700000,193900000,219500000,215200000,277700000,389300000,431400000,507400000,666800000,762900000,1050500000,1010000000,184800000,166400000,160400000,184700000,260400000,293200000,362400000,362600000,511000000,504500000,680200000,901500000,1682300000,1251600000,1934800000
Bosnia-Hercegovina,26300000,31200000,16200000,9500000,16600000,-52900000,25900000,-4900000,9400000,-3600000,0,0,0,0,0,44100000,43100000,31700000,21200000,27800000,17600000,51600000,20200000,34100000,21300000,0,0,0,0,0,17800000,11900000,15500000,11700000,11200000,70500000,25700000,25100000,24700000,24900000,0,0,0,0,0
Botswana,-9500000,22200000,2400000,12200000,-19400000,-110900000,-225200000,-133700000,-156600000,-38700000,-121200000,-249400000,-173000000,-195600000,-265100000,31400000,43200000,31700000,25900000,54100000,67300000,26900000,53800000,62200000,93200000,48500000,43800000,48000000,82100000,52900000,40900000,21000000,29300000,13700000,73500000,178200000,252100000,187500000,218800000,131900000,169700000,293200000,221000000,277700000,318000000
Brazil,1468400000,1413100000,-3404600000,-6699300000,-7262600000,-9063800000,-7135700000,-1018600000,1845800000,6025900000,11467200000,11207700000,11683000000,16484700000,11892800000,15320900000,15879500000,12376000000,11211000000,13897300000,15371700000,19231000000,24625600000,32298700000,26095500000,35425100000,42943900000,43806000000,44118500000,42429400000,13852500000,14466400000,15780600000,17910300000,21159900000,24435500000,26366700000,25644200000,30452900000,20069600000,23957900000,31736200000,32123000000,27633800000,30536600000
British Indian Ocean Terr,-1900000,200000,0,2200000,3300000,0,0,0,0,0,0,0,0,0,0,1000000,500000,400000,3500000,3800000,0,0,0,0,0,0,0,0,0,0,2900000,300000,400000,1300000,500000,0,0,0,0,0,0,0,0,0,0
British Virgin Islands,32500000,62800000,26900000,36100000,79300000,91300000,190800000,133100000,299100000,227000000,127000000,145100000,158700000,306400000,375900000,63400000,74700000,67400000,71100000,96700000,124900000,216700000,176200000,309900000,233000000,146000000,151400000,171600000,312800000,386700000,30900000,11900000,40500000,35000000,17400000,33600000,25900000,43100000,10800000,6000000,19000000,6300000,12900000,6400000,10800000
Brunei,-227500000,-294900000,-240800000,-385000000,-357900000,-513100000,-502100000,-265000000,-2800000,58600000,112300000,160900000,71300000,541100000,517400000,156300000,104000000,46300000,37500000,47900000,49600000,48000000,139600000,111500000,100200000,124200000,184300000,157600000,558300000,549200000,383800000,398900000,287100000,422500000,405800000,562700000,550100000,404600000,114300000,41600000,11900000,23400000,86300000,17200000,31800000
Bulgaria,-121600000,-228600000,-238300000,-285600000,-335400000,-186400000,-165200000,-120000000,118600000,-3800000,-88800000,-157200000,-260900000,-206400000,-245600000,114000000,108400000,101400000,155700000,171900000,267900000,293000000,306100000,509400000,224200000,170900000,258500000,248500000,307300000,358800000,235600000,337000000,339700000,441300000,507300000,454300000,458200000,426100000,390800000,228000000,259700000,415700000,509400000,513700000,604400000
Burkina,13400000,-600000,15900000,10100000,21400000,23000000,17100000,31600000,23900000,23700000,0,0,0,0,0,15900000,4400000,18800000,11000000,22000000,25100000,18100000,33100000,24500000,25800000,0,0,0,0,0,2500000,5000000,2900000,900000,600000,2100000,1000000,1500000,600000,2100000,0,0,0,0,0
Burma (Myanmar),-453600000,-458500000,-346300000,-268800000,11700000,5400000,7500000,8700000,10800000,6800000,0,0,0,0,0,17100000,11400000,10100000,6900000,11700000,5500000,7500000,8700000,10800000,6900000,0,0,0,0,0,470700000,469900000,356400000,275700000,0,100000,0,0,0,100000,0,0,0,0,0
Burundi,-6300000,2500000,1000000,-2900000,14100000,3700000,4000000,5800000,4500000,4600000,11000000,23200000,15100000,12400000,1200000,1700000,5300000,1700000,3000000,17400000,8100000,5900000,6900000,7300000,8700000,14400000,32800000,19900000,16700000,5600000,8000000,2800000,700000,5900000,3300000,4400000,1900000,1100000,2800000,4100000,3400000,9600000,4800000,4300000,4400000
Cambodia,-793900000,-933100000,-1041800000,-1204200000,-1438500000,-1697300000,-2113900000,-2324600000,-2257300000,-1797100000,-2147000000,-2526800000,-2465200000,-2530400000,-2518800000,31700000,29500000,29200000,57900000,58900000,69700000,74500000,138800000,154200000,127100000,153800000,185600000,226300000,241200000,327900000,825600000,962600000,1071000000,1262100000,1497400000,1767000000,2188400000,2463400000,2411500000,1924200000,2300800000,2712400000,2691500000,2771600000,2846700000
Cameroon,-95800000,82400000,-16300000,-123300000,-208600000,-40900000,-153300000,-164400000,-488900000,-96200000,-164800000,-109600000,-55300000,-32300000,115100000,59300000,184000000,155800000,90700000,99600000,117300000,120000000,132900000,125100000,153500000,132300000,220800000,253000000,334700000,301100000,155100000,101600000,172100000,214000000,308200000,158200000,273300000,297300000,614000000,249700000,297100000,330400000,308300000,367000000,186000000
Canada,-51897300000,-52843700000,-48165000000,-51671000000,-66479900000,-78485600000,-71781900000,-68168700000,-78341600000,-21590400000,-28542500000,-34456900000,-31396800000,-30943200000,-35377200000,1.79E+11,1.63E+11,1.61E+11,1.70E+11,1.90E+11,2.12E+11,2.31E+11,2.49E+11,2.61E+11,2.05E+11,2.49E+11,2.81E+11,2.93E+11,3.02E+11,3.12E+11,2.31E+11,2.16E+11,2.09E+11,2.22E+11,2.56E+11,2.90E+11,3.02E+11,3.17E+11,3.39E+11,2.26E+11,2.78E+11,3.15E+11,3.24E+11,3.33E+11,3.48E+11
Cape Verde,3000000,6200000,7800000,3500000,47300000,7300000,12600000,3400000,11800000,5600000,8600000,10000000,3800000,6700000,0,7200000,7700000,9600000,9100000,51000000,9900000,13600000,5600000,12200000,6400000,10000000,11500000,7800000,9100000,0,4200000,1500000,1800000,5600000,3700000,2600000,1000000,2200000,400000,800000,1400000,1500000,4000000,2400000,0
Cayman Islands,347900000,255000000,222800000,297400000,386800000,627200000,616800000,618800000,731900000,629700000,570600000,598400000,652500000,648100000,790000000,354500000,261800000,231600000,309200000,399900000,680700000,631700000,640200000,745900000,643300000,581700000,616700000,667600000,680600000,814100000,6600000,6800000,8800000,11800000,13100000,53500000,14900000,21400000,14000000,13600000,11100000,18300000,15100000,32500000,24100000
Central African Republic,-1200000,1400000,4400000,5400000,21200000,9100000,20800000,16800000,14700000,28100000,4600000,6300000,4400000,1300000,30900000,1800000,3800000,6400000,7400000,30000000,14800000,25100000,19700000,23300000,31500000,10300000,12300000,8500000,4100000,32300000,3000000,2400000,2000000,2000000,8800000,5700000,4300000,2900000,8600000,3400000,5700000,6000000,4100000,2800000,1400000
Chad,6200000,131300000,121600000,41900000,-714800000,-1444300000,-1856700000,-2079200000,-3271800000,-1921400000,-1955900000,-3138800000,-2623700000,-2417700000,-2262100000,10800000,137000000,127300000,64400000,41400000,53800000,61300000,66200000,62500000,62700000,88200000,35200000,36600000,41500000,66500000,4600000,5700000,5700000,22500000,756200000,1498100000,1918000000,2145400000,3334300000,1984100000,2044100000,3174000000,2660300000,2459200000,2328600000
Chile,191300000,-376900000,-1175500000,-990400000,-1126300000,-1441700000,-2779100000,-684000000,3661400000,3396300000,3896100000,6912500000,9394700000,7130500000,7039000000,3460300000,3118400000,2609000000,2715000000,3606000000,5222600000,6786000000,8314800000,11857400000,9345600000,10905300000,15986200000,18765800000,17514900000,16514600000,3269000000,3495300000,3784500000,3705400000,4732300000,6664300000,9565100000,8998800000,8196000000,5949300000,7009200000,9073700000,9371100000,10384400000,9475600000
China,-83833100000,-83096000000,-1.03E+11,-1.24E+11,-1.62E+11,-2.02E+11,-2.33E+11,-2.56E+11,-2.68E+11,-2.27E+11,-2.73E+11,-2.95E+11,-3.15E+11,-3.19E+11,-3.43E+11,16185300000,19182300000,22127800000,28367900000,34744100000,41925300000,55185700000,65236100000,69732800000,69496700000,91880600000,1.04E+11,1.10E+11,1.22E+11,1.24E+11,1.00E+11,1.02E+11,1.25E+11,1.52E+11,1.97E+11,2.43E+11,2.88E+11,3.21E+11,3.38E+11,2.96E+11,3.65E+11,3.99E+11,4.26E+11,4.40E+11,4.67E+11
Christmas Island,900000,1500000,600000,600000,4000000,1600000,700000,-1800000,10900000,100000,1200000,0,154100000,-500000,-2100000,1300000,1700000,1200000,1000000,4500000,2000000,1100000,2500000,13000000,900000,1800000,1500000,154600000,500000,200000,400000,200000,600000,400000,500000,400000,400000,4300000,2100000,800000,600000,1500000,500000,1000000,2300000
Cocos (Keeling) Island,700000,2300000,800000,400000,5000000,500000,-700000,300000,-200000,600000,0,0,0,0,0,1000000,2900000,1000000,600000,5600000,1000000,800000,1200000,1000000,1400000,0,0,0,0,0,300000,600000,200000,200000,600000,500000,1500000,900000,1200000,800000,0,0,0,0,0
Colombia,-3296900000,-2127200000,-2021800000,-2629300000,-2751100000,-3387000000,-2557100000,-875900000,-1655900000,-1871600000,-3590000000,-8792900000,-8264900000,-3233900000,1806900000,3671200000,3583100000,3582500000,3755800000,4505000000,5462400000,6708600000,8557700000,11437300000,9451500000,12069300000,14320500000,16354900000,18391700000,20106600000,6968100000,5710300000,5604300000,6385100000,7256100000,8849400000,9265700000,9433600000,13093200000,11323100000,15659300000,23113400000,24619800000,21625600000,18299700000
Comoros,-2800000,-9200000,-5200000,-3400000,-15800000,-1100000,-1400000,-100000,-500000,500000,-400000,-700000,-1000000,700000,1400000,700000,1400000,100000,600000,700000,300000,100000,400000,400000,1600000,1300000,1100000,1000000,3500000,3500000,3500000,10600000,5300000,4000000,16500000,1400000,1500000,500000,900000,1100000,1700000,1800000,2000000,2800000,2100000
Congo (Brazzaville),-450000000,-383800000,-129700000,-354200000,-791800000,-1518800000,-2959200000,-2930700000,-4889100000,-2828100000,-3061700000,-2193200000,-1251300000,-944200000,-102700000,81700000,90000000,52400000,78600000,65700000,104100000,138000000,140000000,184600000,276900000,254300000,226900000,237200000,222400000,321500000,531700000,473800000,182100000,432800000,857500000,1622900000,3097200000,3070700000,5073700000,3105000000,3316000000,2420100000,1488500000,1166600000,424200000
Congo (Kinshasa),-204800000,-135400000,-176000000,-143900000,-57400000,-198600000,-14400000,-93600000,-135900000,-251000000,-434300000,-439700000,158500000,94200000,27400000,10000000,18600000,28100000,30600000,66800000,65000000,70700000,112900000,130300000,79500000,93300000,165900000,199500000,169800000,181800000,214800000,154000000,204100000,174500000,124200000,263600000,85100000,206500000,266200000,330500000,527600000,605600000,41000000,75600000,154400000
Cook Islands,-1200000,200000,-300000,-900000,-2600000,-300000,900000,700000,1700000,1100000,2100000,3900000,4100000,4500000,4700000,1100000,700000,800000,2100000,900000,1400000,3000000,2400000,2800000,2000000,3900000,4600000,5500000,4900000,5500000,2300000,500000,1100000,3000000,3500000,1700000,2100000,1700000,1100000,900000,1800000,700000,1400000,400000,800000
Costa Rica,-1078300000,-383800000,-25300000,49300000,-27400000,183300000,288300000,639000000,1741700000,-912100000,-3517500000,-4056600000,-4811000000,-4690300000,-2535800000,2460400000,2502300000,3116500000,3413500000,3305900000,3598600000,4132400000,4580500000,5679800000,4699500000,5179700000,6062000000,7230800000,7223500000,6964100000,3538700000,2886100000,3141800000,3364200000,3333300000,3415300000,3844100000,3941500000,3938100000,5611600000,8697200000,10118600000,12041800000,11913800000,9499900000
Croatia,-51100000,-29200000,-67500000,16000000,-160700000,-205700000,-206700000,-84800000,196100000,-49000000,-21400000,72800000,-134000000,-116200000,-123000000,89900000,109800000,78100000,196600000,130200000,158600000,146500000,247000000,466800000,201700000,311800000,510700000,310100000,308900000,339600000,141000000,139000000,145600000,180600000,290900000,364300000,353200000,331800000,270700000,250700000,333200000,437900000,444100000,425100000,462600000
Cuba,6600000,7100000,145300000,258800000,404100000,369000000,340400000,446800000,711500000,532800000,367600000,363300000,464400000,359400000,299100000,6900000,7100000,145600000,259100000,404100000,369000000,340500000,447100000,711500000,532800000,367900000,363300000,464500000,359400000,299100000,300000,0,300000,300000,0,0,100000,300000,0,0,300000,0,100000,0,0
Cyprus,166700000,232800000,167800000,187300000,70200000,53700000,188800000,152300000,203600000,126100000,123300000,76500000,137400000,99700000,87700000,190100000,267900000,193400000,212100000,96000000,84200000,240200000,169000000,217400000,179100000,134400000,97300000,166800000,143200000,151700000,23400000,35100000,25600000,24800000,25800000,30500000,51400000,16700000,13800000,53000000,11100000,20800000,29400000,43500000,64000000
Czech Republic,-334400000,-410100000,-579700000,-721800000,-929300000,-1139300000,-1226500000,-1168300000,-1190300000,-963800000,-1039400000,-1663900000,-2098300000,-1979500000,-2042400000,735800000,706100000,653700000,672100000,826600000,1053600000,1122600000,1262300000,1378400000,969600000,1410600000,1680100000,1832300000,1943100000,2302400000,1070200000,1116200000,1233400000,1393900000,1755900000,2192900000,2349100000,2430600000,2568700000,1933400000,2450000000,3344000000,3930600000,3922600000,4344800000
Denmark,-1458200000,-1797500000,-1741400000,-2160600000,-1729700000,-3225800000,-3271600000,-3134900000,-3735400000,-3454400000,-3878500000,-4516900000,-4554200000,-4255400000,-5143000000,1506800000,1609200000,1495900000,1547800000,2146600000,1918400000,2268500000,2929500000,2711000000,2056100000,2132800000,2242800000,2221300000,2230900000,2360700000,2965000000,3406700000,3237300000,3708400000,3876300000,5144200000,5540100000,6064400000,6446400000,5510500000,6011300000,6759700000,6775500000,6486300000,7503700000
Djibouti,16400000,17600000,56700000,31100000,42700000,46500000,44300000,54400000,133800000,193600000,119800000,124000000,106900000,160600000,99100000,16800000,18600000,58600000,31700000,43700000,47600000,47600000,58900000,140800000,196500000,122800000,128100000,118700000,164500000,110900000,400000,1000000,1900000,600000,1000000,1100000,3300000,4500000,7000000,2900000,3000000,4100000,11800000,3900000,11800000
Dominica,30600000,25400000,40300000,29000000,33100000,58200000,64900000,82000000,103000000,73800000,71200000,71700000,77200000,75100000,62700000,37500000,30700000,45000000,34300000,36000000,61500000,68000000,83800000,105400000,76600000,72800000,73600000,78900000,77700000,64200000,6900000,5300000,4700000,5300000,2900000,3300000,3100000,1800000,2400000,2800000,1600000,1900000,1700000,2600000,1500000
Dominican Republic,89500000,214200000,81200000,-249800000,-168800000,115000000,818100000,1868500000,2616600000,1939300000,2907600000,3126600000,2608600000,2899100000,3402400000,4472800000,4397600000,4250100000,4205400000,4358300000,4718700000,5350500000,6084100000,6594400000,5268800000,6579300000,7317500000,6973600000,7158900000,7922100000,4383300000,4183400000,4168900000,4455200000,4527100000,4603700000,4532400000,4215600000,3977800000,3329500000,3671700000,4190900000,4365000000,4259800000,4519700000
East Timor,100000,700000,-220900000,-3000000,9700000,8600000,11600000,10600000,0,0,0,0,0,0,0,100000,800000,100000,500000,9700000,8700000,11600000,10900000,0,0,0,0,0,0,0,0,100000,221000000,3500000,0,100000,0,300000,0,0,0,0,0,0,0
Ecuador,-1200000000,-597600000,-537700000,-1275300000,-2614800000,-3794900000,-4366700000,-3199400000,-5598400000,-1334700000,-2041200000,-3557400000,-2792400000,-3825500000,-2692000000,1037800000,1412100000,1605700000,1446700000,1668600000,1963800000,2727200000,2935600000,3450000000,3937900000,5409800000,6064700000,6692400000,7664700000,8164400000,2237800000,2009700000,2143400000,2722000000,4283400000,5758700000,7093900000,6135000000,9048400000,5272600000,7451000000,9622100000,9484800000,11490200000,10856400000
Egypt,2446200000,2682400000,1512400000,1463700000,1794000000,1068100000,1736900000,2970100000,3631800000,3195400000,4596900000,4163500000,2499200000,3561900000,5062400000,3333900000,3564400000,2868400000,2606700000,3077800000,3159300000,4132700000,5346800000,6002200000,5253100000,6835100000,6222100000,5499200000,5176500000,6472600000,887700000,882000000,1356000000,1143000000,1283800000,2091200000,2395800000,2376700000,2370400000,2057700000,2238200000,2058600000,3000000000,1614600000,1410200000
El Salvador,-152700000,-120700000,-318200000,-198900000,-184500000,-134500000,295300000,269600000,234000000,196900000,227400000,886000000,509100000,836700000,908700000,1780200000,1759500000,1664100000,1820900000,1867700000,1854300000,2152100000,2313100000,2462000000,2018700000,2433100000,3370300000,3096000000,3274000000,3304400000,1932900000,1880200000,1982300000,2019800000,2052200000,1988800000,1856800000,2043500000,2228000000,1821800000,2205700000,2484300000,2586900000,2437300000,2395700000
Equatorial Guinea,-59000000,-383500000,-393200000,-567800000,-954900000,-1279600000,-1181500000,-1540500000,-3182800000,-2183500000,-1941400000,-905500000,-1467200000,-142100000,319900000,95700000,80400000,108700000,335700000,215400000,281500000,551500000,236400000,184500000,305600000,272200000,285300000,232600000,755900000,574800000,154700000,463900000,501900000,903500000,1170300000,1561100000,1733000000,1776900000,3367300000,2489100000,2213600000,1190800000,1699800000,898000000,254900000
Eritrea,16500000,21500000,28400000,86800000,53500000,29800000,7900000,5700000,14800000,6200000,2300000,4200000,5700000,13300000,5200000,16700000,21600000,28800000,87100000,54000000,31100000,8800000,6100000,14900000,6700000,2400000,4300000,5900000,13500000,5300000,200000,100000,400000,300000,500000,1300000,900000,400000,100000,500000,100000,100000,200000,200000,100000
Estonia,-484900000,-183400000,-82100000,-60900000,-258800000,-366000000,-304900000,-53900000,-166500000,27300000,-509600000,-652700000,-270600000,-129500000,-254100000,88000000,57700000,81500000,120600000,134300000,145400000,221400000,242300000,225600000,189500000,187900000,309500000,235900000,293200000,308500000,572900000,241100000,163600000,181500000,393100000,511400000,526300000,296200000,392100000,162200000,697500000,962200000,506500000,422700000,562600000
Ethiopia,136600000,32000000,34800000,378600000,313600000,448300000,56200000,79300000,149400000,154000000,645300000,546300000,1091600000,494900000,1462200000,165300000,61100000,60500000,409100000,354800000,510100000,137300000,167500000,301600000,266900000,773200000,690700000,1274700000,688500000,1669000000,28700000,29100000,25700000,30500000,41200000,61800000,81100000,88200000,152200000,112900000,127900000,144400000,183100000,193600000,206800000
